Retailer,Category,Sub-Category,Domain,URL,Colors,Size,Product Hierarchy,Brand Name,Product Name,SKU,Reg. Price,Promo Price,Prime Price,Promo Tag,Each Price,Product Description,Product Details,# of Images,Marketplace,Nutrition Information,Dietary Need,Total Product Star Rating,Total # of Ratings,Total Recommendation Percentage,Delivery Options,Total Number of Q&A,UPC,Promo Tag-PICKUP,Reg. Price-PICKUP,Promo Price-PICKUP,Promo Tag-DELIVERY,Reg. Price-DELIVERY,Promo Price-DELIVERY,Promo Tag-SHIP,Reg. Price-SHIP,Promo Price-SHIP,DeliveryOption,ImageUrls,Ingredients,Promo Tag-,Reg. Price-,Promo Price-
Kroger,"Beer, Wine & Liquor",White Wine,Kroger.com,https://www.kroger.com/p/coast-road-pinot-grigio/0081805102164?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>White Wine>Coast Road Pinot Grigio",,Coast Road Pinot Grigio,0081805102164,,,,,,,,2,,,,,0,,,,0081805102164,,$13.88,8.99,,$13.88,8.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0081805102164|https://www.kroger.com/product/images/large/back/0081805102164,,,,
Kroger,"Beer, Wine & Liquor",Craft Beer,Kroger.com,https://www.kroger.com/p/yuengling-golden-pilsner-beer/0008992433481?fulfillment=PICKUP,,12 cans / 12 fl oz,"Home>Beer, Wine & Liquor>Craft Beer>Yuengling® Golden Pilsner Beer",,Yuengling® Golden Pilsner Beer,0008992433481,,,,,,"Yuengling Golden Pilsner is the newest beer from D.G. Yuengling and Son, Inc. This highly sessionable beer is our interpretation of an outstanding ,modern pilsner, born from six generations of brewing expertise. Golden in both name and color, Yuengling Golden Pilsner is the perfect balance of hop and malt character for crisp and smooth thirst quenching refreshment.",,3,,,,,0,,,,0008992433481,,$15.99,12.99,,$15.99,12.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008992433481|https://www.kroger.com/product/images/large/left/0008992433481|https://www.kroger.com/product/images/large/top/0008992433481,,,,
Kroger,"Beer, Wine & Liquor",Red Wine,Kroger.com,https://www.kroger.com/p/gnarly-head-1924-double-black-cabernet-sauvignon-wine/0008224201443?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>Red Wine>Gnarly Head 1924 Double Black Cabernet Sauvignon Wine",,Gnarly Head 1924 Double Black Cabernet Sauvignon Wine,0008224201443,,,,,,"1924 Double Black Cabernet Sauvignon delivers rich aromas of black cherry, violet, black peppercorn, and smoky charred notes. It sets the stage for layered concentrated flavors of blackberry jam, black currant, and spicy clove.Pairs well with spicy chili, barbecue brisket, or garlic chicken wings",,1,,,,,0,,,,0008224201443,,$12.99,8.99,,$12.99,8.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008224201443,,,,
Kroger,"Beer, Wine & Liquor",Craft Beer,Kroger.com,https://www.kroger.com/p/shiner-seasonal-beer/0008857380004?fulfillment=PICKUP,,12 bottles / 12 fl oz,"Home>Beer, Wine & Liquor>Craft Beer>Shiner Seasonal Beer",,Shiner Seasonal Beer,0008857380004,,,,,,"Every drop of Shiner is brewed in Shiner, TX.",,1,,,,,0,,,,0008857380004,,$16.99,14.99,,$16.99,14.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008857380004,,,,
Kroger,"Beer, Wine & Liquor",Red Wine,Kroger.com,https://www.kroger.com/p/odd-lot-cabernet-sauvignon-syrah-red-blend-wine/0067582956064?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>Red Wine>Odd Lot Cabernet Sauvignon-Syrah Red Blend Wine",,Odd Lot Cabernet Sauvignon-Syrah Red Blend Wine,0067582956064,,,,,,"Historically, Cabernet Sauvignon and Syrah are two well-known French varieties that, under French appellation law, are not allowed in the same AOC wine. However, we think of Cabernet and Syrah as two grand characters, each with very different personalities but equally capable of standing on their own. They are fun, approachable, and surprisingly complementary. Proving yet again that wine, like politics, sometimes makes odd bedfellows. Be Odd, we say!Bold aromas of ripe blackberry, cherry and juicy plum with notes of tarragon and toasted vanillaThe palate is smooth with well-integrated tannins and a long black fruit finishPerfect for any occasion, enjoy with grilled meats, beef teriyaki, or field mushrooms with parmesan crisp100% Sustainably farmedEstate grown in Monterey County, California",,6,,,,,0,,,,0067582956064,,$21.88,13.99,,$21.88,13.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0067582956064|https://www.kroger.com/product/images/large/back/0067582956064|https://www.kroger.com/product/images/large/left/0067582956064|https://www.kroger.com/product/images/large/right/0067582956064|https://www.kroger.com/product/images/large/top/0067582956064|https://www.kroger.com/product/images/large/bottom/0067582956064,,,,
Kroger,"Beer, Wine & Liquor",White Wine,Kroger.com,https://www.kroger.com/p/barefoot-spritzer-crisp-white-wine/0008500042388?fulfillment=PICKUP,,4 cans / 250 mL,"Home>Beer, Wine & Liquor>White Wine>Barefoot Spritzer Crisp White Wine",,Barefoot Spritzer Crisp White Wine,0008500042388,,,,,,"Barefoot Crisp White Wine Spritzer delivers notes of green apples, fresh pears and lemon-lime in four convenient single serve cans. With a crisp, refreshing finish, this white wine-based spritzer is ideal for summer days at a beach party, outdoor picnic or backyard barbecue. This 250 mL canned wine is perfectly portable. Enjoy Barefoot white wine spritzer straight from the can, over ice or in a cocktail. Let's get Barefoot.Four 250 mL cans of Barefoot Crisp White Wine SpritzerLight bodied white wine spritzer with lower alcohol contentNotes of green apples, lemons, limes and pearsCanned wine is perfectly portable and ideal for outdoorsPerfect for pool parties, beach days or anywhere outdoorsEnjoy chilled, over ice or in a cocktailPlastic bottles that are 100% recyclable",,6,,"Nutrition Facts
1.0 servings per container
Serving size
------

Amount per serving
Calories150
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium10mg

Total Carbohydrate14g5%

Dietary Fiber0g0%

Sugar10g

Protein0g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Sulfur Dioxide and Sulfits. Free from Does Not Contain Declaration Obligatory Allergens.,,0,,,,0008500042388,,$9.99,7.99,,$9.99,7.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008500042388|https://www.kroger.com/product/images/large/back/0008500042388|https://www.kroger.com/product/images/large/left/0008500042388|https://www.kroger.com/product/images/large/right/0008500042388|https://www.kroger.com/product/images/large/top/0008500042388|https://www.kroger.com/product/images/large/bottom/0008500042388,"Grape Wine , Carbonated Water , Cane Sugar , Less than 1% , Citric Acid , Potassium Citrate , Natural Flavors , Potassium Sorbate to Protect Flavor , Sulfiting Agents",,,
Kroger,"Beer, Wine & Liquor",Champagne & Sparkling Wine,Kroger.com,https://www.kroger.com/p/la-marca-prosecco-sparkling-wine-375ml/0008500003109?fulfillment=PICKUP,,375 mL,"Home>Beer, Wine & Liquor>Champagne & Sparkling Wine>La Marca Prosecco Sparkling Wine 375ml",,La Marca Prosecco Sparkling Wine 375ml,0008500003109,,,,,,"La Marca Prosecco Sparkling Wine is crisp and refreshing with a golden straw color and lively bubbles. This luxurious Prosecco wine features aromas of fresh citrus, honey and white flowers, with fresh, clean flavors of ripe lemon, green apple and grapefruit.Lively and versatile, La Marca sparkling wine is perfect on its own, in a bubbly cocktail or in a mimosa. This Italian wine can stand alone as an aperitif and also has the body and acidity to pair well with a range of foods. This 375ml bottle equals 2 glasses, so it's perfect when you don't want to open a full bottle. Make every day sparkle with La Marca Prosecco sparkling wine.Bright flavors of green apple, sweet citrus and tropical fruitEnjoy on its own, with any meal, or in a mimosa or cocktailCrisp and refreshing with lively bubblesD.O.C. Product of Italy375ml bottle equals 2 glasses, so it's perfect when you don't want to open a full bottle",,4,,,,,0,,,,0008500003109,,$14.99,9.99,,$14.99,9.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008500003109|https://www.kroger.com/product/images/large/back/0008500003109|https://www.kroger.com/product/images/large/left/0008500003109|https://www.kroger.com/product/images/large/right/0008500003109,,,,
Kroger,"Beer, Wine & Liquor",Red Wine,Kroger.com,https://www.kroger.com/p/el-pensador-tempranillo/0083972800336?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>Red Wine>El Pensador Tempranillo",,El Pensador Tempranillo,0083972800336,,,,,,,,2,,,,,0,,,,0083972800336,,$16.88,7.99,,$16.88,7.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0083972800336|https://www.kroger.com/product/images/large/back/0083972800336,,,,
Kroger,"Beer, Wine & Liquor",White Wine,Kroger.com,https://www.kroger.com/p/rue-de-perle-vouvray/0083972800651?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>White Wine>Rue De Perle Vouvray",,Rue De Perle Vouvray,0083972800651,,,,,,,,2,,,,,0,,,,0083972800651,,$19.88,12.99,,$19.88,12.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0083972800651|https://www.kroger.com/product/images/large/back/0083972800651,,,,
Kroger,"Beer, Wine & Liquor",Spiked Seltzers & Flavored Malt Beverages,Kroger.com,https://www.kroger.com/p/lone-river-ranch-water-original-hard-seltzer/0086000285861?fulfillment=PICKUP,,6 cans / 12 fl oz,"Home>Beer, Wine & Liquor>Spiked Seltzers & Flavored Malt Beverages>Lone River Ranch Water Original Hard Seltzer",,Lone River Ranch Water Original Hard Seltzer,0086000285861,,,,,,,,6,,,,,0,,,,0086000285861,,8.99,,,8.99,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0086000285861|https://www.kroger.com/product/images/large/back/0086000285861|https://www.kroger.com/product/images/large/left/0086000285861|https://www.kroger.com/product/images/large/right/0086000285861|https://www.kroger.com/product/images/large/top/0086000285861|https://www.kroger.com/product/images/large/bottom/0086000285861,,,,
Kroger,Frozen Foods,Frozen Pizza,Kroger.com,https://www.kroger.com/p/digiorno-three-meat-frozen-pizza-on-a-croissant-crust/0007192181424?fulfillment=SHIP,,26.4 oz,Home>Frozen Foods>Frozen Pizza>DIGIORNO Three Meat Frozen Pizza on a Croissant Crust,,DIGIORNO Three Meat Frozen Pizza on a Croissant Crust,0007192181424,,,,,,"DiGiorno® Croissant Crust Pizza combines the buttery, light, flakiness of a croissant with our famous DiGiorno® tomato sauce and 100% real cheese. As the pizza bakes in the oven, the delicate layers of the croissant crust rise creating a texture that's airy & tender inside and golden-brown outside, for a familiar, yet unique new take on a classic DiGiorno® pizza.",,5,,"Nutrition Facts
5.0 servings per container
Serving size
------

Amount per serving
Calories410
------

% Daily value*

Total Fat22g34%

Saturated Fat10g50%

Trans Fat0g

Cholesterol30mg10%

Sodium840mg35%

Total Carbohydrate36g12%

Dietary Fiber2g8%

Sugar4g

Protein17g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Milk and its Derivatives.,,20,,,,0007192181424,,$7.49,6.99,,$7.49,6.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0007192181424|https://www.kroger.com/product/images/large/back/0007192181424|https://www.kroger.com/product/images/large/right/0007192181424|https://www.kroger.com/product/images/large/top/0007192181424|https://www.kroger.com/product/images/large/bottom/0007192181424,"Enriched Wheat Flour ( Wheat Flour , Niacin , Reduced Iron , Thiamine Mononitrate , Riboflavin , Folic Acid ) , Water , Low-moisture Part-skim Mozzarella Cheese ( Cultured Part-skim Milk , Salt , Enzymes ) , Margarine ( Palm Oil , Water , Soybean Oil , Sugar , Mono & Diglycerides , Soybean Lecithin , Potassium Sorbate and Citric Acid [ Preservatives ] , Annatto and Turmeric , Color , Vitamin A Palmitate , added ) , Pepperoni , Made With , Pork , Chicken and Beef ( Pork , Mechanically Separated Chicken , Beef , Salt , Contains 2% Or Less Of , Spices , Dextrose , Pork Stock , Lactic Acid Starter Culture , Oleoresin of Paprika , Flavoring , Sodium Nitrite , Sodium Ascorbate , Paprika , Processed with , Natural Smoke Flavor , BHA , BHT , Citric Acid , To Help Protect Flavor ) , Tomato Paste , Cooked Beef Pizza Topping ( Beef , Water , Textured Soy Protein Concentrate , Dehydrated Potatoes , with , Sodium Acid Pyrophosphate , Contains 2% Or Less Of , Salt , Hydrolyzed Corn Protein , Soy Protein and Wheat Protein , Corn Syrup Solids , Maltodextrin , Spice , Natural Grill Flavor [ , from : , Sunflower Oil ] , Garlic Powder , Cooked in , Pork Fat Or Beef Fat Or Vegetable Oil ) , Cooked Seasoned Pizza Topping Made With , Pork and Chicken , BHA , BHT and Citric Acid , Added To Help Protect Flavor ( Pork , Mechanically Separated Chicken , Water , Textured Soy Protein Concentrate , Spices , Salt , Sugar , Sodium Phosphates , Paprika , Natural Pork Flavor [ Modified Cornstarch , Pork Fat , Natural Flavors , Pork Stock , Gelatin , Autolyzed Yeast Extract , Sodium Phosphates , Thiamine Hydrochloride , Sunflower Oil , Propyl Gallate ] , Spice Extractives , BHA , BHT , Citric Acid ) , 2% Or Less Of , Wheat Gluten , Vegetable Oil ( Soybean Oil and/or Corn Oil ) , Yeast , Salt , Sugar , Baking Soda , Datem , Spices , Modified Cornstarch , Natural Flavor , Wheat Flour , Enzymes , Dried Garlic , Ascorbic Acid ( Dough Conditioner ) .",,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/seattle-s-best-organic-fairtrade-6th-avenue-bistro-dark-roast-ground-coffee/0001291912645?fulfillment=SHIP,,12 oz,Home>Beverages>Coffee>Seattle's Best Organic Fairtrade 6th Avenue Bistro Dark Roast Ground Coffee,,Seattle's Best Organic Fairtrade 6th Avenue Bistro Dark Roast Ground Coffee,0001291912645,,,,,,"From the first sip you know this one is special. A bold and roasty blend of Organic, Fairtrade certified beans that brews up a perfectly balanced cup of coffee. Perfect for people who appreciate something that's smooth, strong and a great start to your day.",,6,,,,,76,,,,0001291912645,,4.69,,,4.69,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0001291912645|https://www.kroger.com/product/images/large/back/0001291912645|https://www.kroger.com/product/images/large/left/0001291912645|https://www.kroger.com/product/images/large/right/0001291912645|https://www.kroger.com/product/images/large/top/0001291912645|https://www.kroger.com/product/images/large/bottom/0001291912645,,,,
Kroger,"Beer, Wine & Liquor",Red Wine,Kroger.com,https://www.kroger.com/p/intrinsic-cabernet-sauvignon/0008858600785?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>Red Wine>Intrinsic Cabernet Sauvignon",,Intrinsic Cabernet Sauvignon,0008858600785,,,,,,"INTRINSIC has a wonderful floral nose, complemented by aromas of cherry and leather. The flavors are layered with tones of blueberry jam, pomegranate and chocolate. The texture is rustic, yet silky, with a unique savory and inviting finish. The raw characteristics of INTRINSIC Cabernet Sauvignon pair nicely with grilled meats such as lamb, beef and pork, and seared vegetables.Varietal/Blend: 94% Cabernet Sauvignon, 6% Cabernet FrancAlcohol: 14.5%Appellation: Columbia Valley, WAFlavor profile: Blueberry, Jam, Chocolate, LeatherBody: FullOak impact: MediumFood pairing: grilled meats such as lamb, beef and pork, and seared vegetables",,1,,,,,42,,,,0008858600785,,$24.99,18.99,,$24.99,18.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008858600785,,,,
Kroger,"Beer, Wine & Liquor",Red Wine,Kroger.com,https://www.kroger.com/p/prophecy-cabernet-sauvignon-red-wine/0008500002645?fulfillment=PICKUP,,750 mL,"Home>Beer, Wine & Liquor>Red Wine>Prophecy Cabernet Sauvignon Red Wine",,Prophecy Cabernet Sauvignon Red Wine,0008500002645,,,,,,"Prophecy Cabernet Sauvignon Red Wine delivers luscious hints of fresh blackberry, plum, and vanilla with notes of toasted oak and a long, soft finish. Enjoy this Cabernet Sauvignon wine with steaks or burgers, rich cheeses like Bleu or Gorgonzola, and Portobello mushrooms for a rewarding experience. This expressive and smooth dry red California wine is crafted of wine grapes from premier appellations across the state. Discover the exquisite taste and character of Prophecy Wine.One 750 mL bottle of Prophecy Cabernet Sauvignon California Red WineProphecy Cabernet Sauvignon features layers of fresh blackberry, plum, and vanillaAn expressive and smooth dry wine with a long, soft finishAn approachable wine with notes of toasted oak and graham crackerEnjoy this highly versatile Cabernet wine on its own or with cheese and meatProphecy Wine Cabernet Sauvignon showcases the foremost California wine grapesGlass bottle that is 100% recyclableThis wine bottle is made with a significant amount of recycled glass",,5,,,,,0,,,,0008500002645,,$14.99,9.99,,$14.99,9.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0008500002645|https://www.kroger.com/product/images/large/back/0008500002645|https://www.kroger.com/product/images/large/left/0008500002645|https://www.kroger.com/product/images/large/right/0008500002645|https://www.kroger.com/product/images/large/top/0008500002645,,,,
